FIFO: 1356
216 2958 27
217 2894 35
218 2620 28
219 5822 31
220 2620 26
221 10186 16
222 8772 20
223 7293 29
224 7293 28
225 2894 34
226 1642 22
227 10487 13
228 770 1
229 7993 1
230 2894 27
231 7293 31
232 5280 46
233 770 3
234 7827 20
235 10186 18
236 2958 34
237 1642 11
238 7827 35
239 7293 33
240 1642 8
241 7827 34
242 7993 3
243 2327 9
244 2894 5
245 10487 30
246 627 17
247 770 2
248 6745 33
249 7993 5
250 2958 37
251 5822 20
252 627 16
253 2620 24
254 1642 7
255 9725 5
256 9155 9
257 1642 27
258 6745 34
259 7993 4
260 9155 0
261 770 8
262 2620 23
263 2894 6
264 3758 16
265 9725 29
266 9725 23
267 6745 1
268 2894 23
269 9155 2
270 7827 36
271 8772 10
272 10487 25
273 8772 27
274 10487 23
275 2958 10
276 8772 23
277 7293 15
278 2958 11
279 4739 44
280 7293 18
281 8772 25
282 6745 5
283 627 6
284 9155 31
285 4739 46
286 627 28
287 4739 15
288 10487 4
289 7293 14
290 2620 21
291 9155 16
292 5822 10
293 5280 44
294 627 25
295 7827 16
296 2958 24
297 2620 39
298 7293 1
299 627 5
300 6745 17
301 627 4
302 5822 8
303 5280 43
304 6745 15
305 770 35
306 5280 45
307 5822 23
308 2620 37
309 6745 21
310 7293 4
311 7993 6
312 6745 23
313 627 1
314 5280 41
315 2894 21
316 10186 17
317 627 8
318 7827 17
319 770 33
320 2894 37
321 770 34
322 2620 34
323 4739 4
324 7993 8
325 3758 2
326 2327 19
327 5280 40
328 3758 0
329 6745 30
330 7993 9
331 5280 15
332 2327 18
333 3758 9
334 9155 14
335 2958 23
336 6745 6
337 10487 2
338 3758 11
339 9155 15
340 2327 21
341 10186 3
342 8772 17
343 3758 12
344 10487 34
345 7993 7
346 3758 14
347 627 29
348 3758 3
349 627 30
350 10487 36
351 2958 21
352 2894 31
353 5280 17
354 7993 24
355 5822 3
356 2894 4
357 7993 17
358 6745 4
359 10186 2
360 5822 4
361 4739 9
362 9155 20
363 10186 0
364 2327 5
365 2327 35
366 5822 12
367 9155 7
368 2327 33
369 5280 16
370 3758 38
371 5822 7
372 3758 36
373 8772 16
374 8772 4
375 5280 30
376 770 17
377 5822 26
378 5280 31
379 4739 27
380 2327 27
381 4739 28
382 10487 8
383 8772 2
384 8772 5
385 10487 15
386 4739 26
387 10487 14
388 5280 24
389 10186 30
390 4739 33
391 627 31
392 2327 25
393 10487 39
394 2327 30
395 10186 19
396 2327 31
397 627 27
398 627 15
399 627 0
LRU: 1371
0 10487 37
1 7827 19
2 4739 27
3 8772 26
4 5280 15
5 770 16
6 7827 4
7 2958 38
8 10487 4
9 1642 28
10 7993 13
11 7993 25
12 7827 22
13 627 17
14 770 35
15 1642 0
16 2958 32
17 627 3
18 6745 34
19 6745 37
20 8772 22
21 1642 26
22 2327 33
23 2620 36
24 10487 1
25 2958 35
26 9155 6
27 3758 26
28 5822 4
29 2620 33
30 1642 3
31 7827 8
32 7993 3
33 7827 21
34 2958 36
35 9155 10
36 7827 15
37 9725 5
38 2327 4
39 2620 39
40 9155 38
41 9725 25
42 2327 38
43 3758 0
44 9155 16
45 10487 20
46 5822 18
47 7293 20
48 1642 27
49 7293 24
50 627 2
51 10186 8
52 7827 36
53 2620 23
54 10487 8
55 9725 23
56 770 34
57 2894 4
58 7293 4
59 8772 9
60 4739 34
61 1642 12
62 2894 23
63 770 10
64 1642 17
65 7993 27
66 1642 24
67 2620 4
68 3758 6
69 7993 4
70 5280 45
71 10487 35
72 4739 43
73 5280 46
74 3758 12
75 7293 37
76 770 15
77 2894 9
78 770 8
79 5822 7
80 3758 31
81 10186 10
82 770 14
83 1642 2
84 770 17
85 2620 32
86 2620 38
87 7293 9
88 770 20
89 2894 32
90 2894 20
91 627 20
92 10186 3
93 6745 16
94 6745 14
95 4739 32
96 2894 8
97 6745 27
98 10487 3
99 8772 23
100 3758 9
101 9725 29
102 6745 5
103 9155 11
104 10186 6
105 5822 31
106 10186 7
107 7293 17
108 5822 12
109 7993 5
110 9725 2
111 2894 37
112 1642 22
113 5280 17
114 770 33
115 1642 7
116 1642 4
117 3758 18
118 7293 3
119 10186 15
120 1642 23
121 7827 30
122 2894 35
123 2958 39
124 4739 9
125 2327 19
126 6745 36
127 2620 21
128 2620 40
129 6745 4
130 5280 47
131 9725 6
132 7993 15
133 9725 16
134 10487 39
135 5822 33
136 4739 4
137 7827 31
138 7293 10
139 7827 2
140 770 18
141 9725 17
142 5280 40
143 7827 18
144 10186 34
145 2620 2
146 8772 25
147 10186 19
148 10186 2
149 9725 18
150 8772 32
151 9725 14
152 2327 34
153 3758 4
154 2620 31
155 7993 8
156 5822 22
157 8772 21
158 10186 17
159 4739 6
160 4739 35
161 2958 4
162 770 3
163 2958 33
164 2327 30
165 3758 19
166 1642 16
167 7293 7
168 2958 25
169 7827 6
170 2894 1
171 9155 12
172 9155 36
173 5822 23
174 9155 2
175 7827 35
176 5822 26
177 2327 3
178 9155 0
179 9725 7
180 5280 32
181 2894 7
182 9725 12
183 8772 24
184 7293 28
185 2958 26
186 9725 11
187 4739 45
188 3758 30
189 8772 27
190 2958 29
191 7993 9
192 2958 3
193 4739 18
194 4739 23
195 2958 27
196 7993 6
197 1642 19
198 10186 5
199 9155 14
200 9155 39
201 7293 1
202 9725 9
203 6745 28
204 5822 13
205 9725 4
206 7827 7
207 2620 30
208 10186 4
209 9725 24
210 627 4
211 8772 14
212 9725 19
213 2327 39
214 5280 31
215 2327 27
216 2958 30
217 2894 2
218 2620 5
219 5822 21
220 2620 3
221 10186 29
222 8772 10
223 7293 18
224 7293 2
225 2894 36
226 1642 14
227 10487 36
228 770 21
229 7993 28
230 2894 6
231 7293 15
232 5280 39
233 770 22
234 7827 16
235 10186 32
236 2958 28
237 1642 1
238 7827 26
239 7293 14
240 1642 29
241 7827 10
242 7993 1
243 2327 31
244 2894 22
245 10487 17
246 627 0
247 770 2
248 6745 30
249 7993 16
250 2958 31
251 5822 25
252 627 5
253 2620 9
254 1642 21
255 9725 22
256 9155 5
257 1642 13
258 6745 25
259 7993 0
260 9155 30
261 770 1
262 2620 37
263 2894 21
264 3758 28
265 9725 10
266 9725 8
267 6745 15
268 2894 34
269 9155 13
270 7827 9
271 8772 12
272 10487 15
273 8772 28
274 10487 34
275 2958 34
276 8772 20
277 7293 16
278 2958 37
279 4739 8
280 7293 21
281 8772 16
282 6745 3
283 627 26
284 9155 1
285 4739 36
286 627 28
287 4739 26
288 10487 16
289 7293 26
290 2620 7
291 9155 7
292 5822 5
293 5280 16
294 627 15
295 7827 20
296 2958 40
297 2620 22
298 7293 25
299 627 31
300 6745 32
301 627 22
302 5822 2
303 5280 30
304 6745 31
305 770 0
306 5280 41
307 5822 8
308 2620 35
309 6745 17
310 7293 11
311 7993 7
312 6745 35
313 627 16
314 5280 13
315 2894 5
316 10186 14
317 627 27
318 7827 17
319 770 13
320 2894 33
321 770 23
322 2620 34
323 4739 33
324 7993 14
325 3758 7
326 2327 14
327 5280 11
328 3758 11
329 6745 6
330 7993 24
331 5280 44
332 2327 18
333 3758 15
334 9155 3
335 2958 21
336 6745 29
337 10487 2
338 3758 3
339 9155 28
340 2327 25
341 10186 31
342 8772 30
343 3758 17
344 10487 25
345 7993 18
346 3758 16
347 627 7
348 3758 8
349 627 30
350 10487 30
351 2958 23
352 2894 31
353 5280 6
354 7993 10
355 5822 10
356 2894 0
357 7993 17
358 6745 26
359 10186 16
360 5822 28
361 4739 38
362 9155 9
363 10186 18
364 2327 5
365 2327 20
366 5822 3
367 9155 8
368 2327 1
369 5280 43
370 3758 14
371 5822 27
372 3758 2
373 8772 18
374 8772 15
375 5280 33
376 770 19
377 5822 20
378 5280 34
379 4739 15
380 2327 35
381 4739 29
382 10487 14
383 8772 17
384 8772 19
385 10487 23
386 4739 31
387 10487 22
388 5280 14
389 10186 30
390 4739 28
391 627 1
392 2327 16
393 10487 38
394 2327 32
395 10186 0
396 2327 29
397 627 24
398 627 9
399 627 11
OPT: 903
0 10487 15
1 7827 17
2 4739 15
3 8772 8
4 5280 32
5 770 5
6 7827 18
7 2958 33
8 10487 30
9 1642 13
10 7993 10
11 7993 33
12 7827 30
13 627 1
14 770 3
15 1642 9
16 2958 31
17 627 22
18 6745 5
19 6745 23
20 8772 14
21 1642 29
22 2327 0
23 2620 26
24 10487 36
25 2958 28
26 9155 30
27 3758 29
28 5822 13
29 2620 34
30 1642 0
31 7827 1
32 7993 18
33 7827 20
34 2958 21
35 9155 18
36 7827 6
37 9725 2
38 2327 18
39 2620 37
40 9155 7
41 9725 19
42 2327 3
43 3758 9
44 9155 14
45 10487 38
46 5822 33
47 7293 37
48 1642 27
49 7293 24
50 627 20
51 10186 31
52 7827 34
53 2620 9
54 10487 37
55 9725 17
56 770 4
57 2894 34
58 7293 1
59 8772 26
60 4739 8
61 1642 4
62 2894 31
63 770 30
64 1642 24
65 7993 24
66 1642 22
67 2620 23
68 3758 16
69 7993 15
70 5280 15
71 10487 16
72 4739 44
73 5280 38
74 3758 18
75 7293 9
76 770 10
77 2894 35
78 770 2
79 5822 31
80 3758 19
81 10186 30
82 770 17
83 1642 19
84 770 19
85 2620 21
86 2620 32
87 7293 19
88 770 1
89 2894 1
90 2894 0
91 627 0
92 10186 0
93 6745 17
94 6745 32
95 4739 29
96 2894 7
97 6745 34
98 10487 2
99 8772 23
100 3758 12
101 9725 22
102 6745 1
103 9155 36
104 10186 6
105 5822 15
106 10186 7
107 7293 16
108 5822 30
109 7993 8
110 9725 5
111 2894 5
112 1642 21
113 5280 31
114 770 21
115 1642 28
116 1642 16
117 3758 11
118 7293 20
119 10186 8
120 1642 26
121 7827 19
122 2894 9
123 2958 15
124 4739 23
125 2327 35
126 6745 30
127 2620 40
128 2620 7
129 6745 20
130 5280 16
131 9725 35
132 7993 27
133 9725 6
134 10487 3
135 5822 12
136 4739 33
137 7827 7
138 7293 26
139 7827 36
140 770 6
141 9725 9
142 5280 6
143 7827 33
144 10186 5
145 2620 31
146 8772 1
147 10186 21
148 10186 35
149 9725 23
150 8772 10
151 9725 24
152 2327 5
153 3758 14
154 2620 35
155 7993 6
156 5822 10
157 8772 22
158 10186 29
159 4739 43
160 4739 34
161 2958 37
162 770 22
163 2958 38
164 2327 33
165 3758 3
166 1642 7
167 7293 33
168 2958 39
169 7827 3
170 2894 8
171 9155 6
172 9155 5
173 5822 20
174 9155 15
175 7827 11
176 5822 21
177 2327 27
178 9155 16
179 9725 18
180 5280 39
181 2894 20
182 9725 12
183 8772 19
184 7293 7
185 2958 35
186 9725 0
187 4739 27
188 3758 17
189 8772 12
190 2958 30
191 7993 0
192 2958 32
193 4739 35
194 4739 46
195 2958 25
196 7993 9
197 1642 17
198 10186 19
199 9155 3
200 9155 28
201 7293 0
202 9725 8
203 6745 21
204 5822 28
205 9725 7
206 7827 4
207 2620 5
208 10186 34
209 9725 10
210 627 24
211 8772 16
212 9725 11
213 2327 38
214 5280 45
215 2327 25
216 2958 40
217 2894 37
218 2620 3
219 5822 17
220 2620 2
221 10186 4
222 8772 15
223 7293 28
224 7293 30
225 2894 2
226 1642 14
227 10487 14
228 770 12
229 7993 7
230 2894 26
231 7293 2
232 5280 29
233 770 11
234 7827 26
235 10186 17
236 2958 29
237 1642 12
238 7827 21
239 7293 21
240 1642 1
241 7827 22
242 7993 34
243 2327 30
244 2894 27
245 10487 8
246 627 8
247 770 13
248 6745 15
249 7993 4
250 2958 36
251 5822 18
252 627 7
253 2620 0
254 1642 3
255 9725 16
256 9155 0
257 1642 25
258 6745 36
259 7993 29
260 9155 9
261 770 8
262 2620 36
263 2894 22
264 3758 7
265 9725 28
266 9725 14
267 6745 16
268 2894 23
269 9155 1
270 7827 35
271 8772 18
272 10487 23
273 8772 21
274 10487 25
275 2958 34
276 8772 20
277 7293 31
278 2958 26
279 4739 18
280 7293 15
281 8772 2
282 6745 14
283 627 13
284 9155 8
285 4739 4
286 627 26
287 4739 28
288 10487 13
289 7293 29
290 2620 38
291 9155 2
292 5822 4
293 5280 40
294 627 15
295 7827 10
296 2958 10
297 2620 4
298 7293 17
299 627 17
300 6745 35
301 627 31
302 5822 27
303 5280 28
304 6745 37
305 770 0
306 5280 17
307 5822 2
308 2620 30
309 6745 31
310 7293 4
311 7993 11
312 6745 6
313 627 16
314 5280 47
315 2894 33
316 10186 15
317 627 27
318 7827 8
319 770 23
320 2894 21
321 770 14
322 2620 33
323 4739 32
324 7993 17
325 3758 15
326 2327 4
327 5280 46
328 3758 36
329 6745 4
330 7993 5
331 5280 24
332 2327 16
333 3758 31
334 9155 10
335 2958 20
336 6745 29
337 10487 4
338 3758 6
339 9155 12
340 2327 14
341 10186 3
342 8772 27
343 3758 8
344 10487 39
345 7993 3
346 3758 28
347 627 28
348 3758 4
349 627 12
350 10487 18
351 2958 4
352 2894 32
353 5280 33
354 7993 14
355 5822 7
356 2894 36
357 7993 12
358 6745 26
359 10186 2
360 5822 3
361 4739 45
362 9155 13
363 10186 18
364 2327 31
365 2327 32
366 5822 26
367 9155 11
368 2327 34
369 5280 30
370 3758 2
371 5822 5
372 3758 30
373 8772 24
374 8772 13
375 5280 43
376 770 15
377 5822 8
378 5280 41
379 4739 12
380 2327 39
381 4739 9
382 10487 35
383 8772 25
384 8772 28
385 10487 17
386 4739 36
387 10487 20
388 5280 23
389 10186 16
390 4739 31
391 627 6
392 2327 29
393 10487 34
394 2327 17
395 10186 10
396 2327 1
397 627 10
398 627 9
399 627 11
